DATE,humidity,pressure,radiation,precipitation,temp_mean,temp_min,temp_max,wind_speed
20010131,0.74,1.022,0.71,0,1.6,-1,3.4,2.1
20010201,0.75,1.0273,0.44,0,0.3,-1.6,2.3,2.6
20010202,0.68,1.0232,0.6,0,-0.4,-3.3,2.6,3.6
20010203,0.76,1.0134,0.17,0.46,5.6,1.1,8,5.8
20010204,0.76,1.0095,0.86,0.02,10.1,7.5,13.5,7.5
20010205,0.55,1.0088,0.38,0.01,11,8.7,12.8,7.5
20010206,0.62,1.0104,0.84,0,11.2,8.3,16.6,6.1
20010207,0.69,1.008,0.42,0,9.4,6.8,12.6,5.1
20010208,0.72,1.0049,0.54,0.45,8,6.4,13.9,5.4
20010209,0.65,1.0177,0.69,0,6.6,2.6,9.4,3.9
20010210,0.76,1.0341,1.08,0,3.4,-0.6,8.5,3.4
20010211,0.64,1.0391,1.05,0,6.1,0.6,12.4,3.4
20010212,0.64,1.0306,0.91,0.7,7.4,2.9,13.2,6.5
20010213,0.84,1.0261,0.24,0.02,8.3,5,10.1,6
20010214,0.76,1.0292,0.94,0,4.1,0.9,8.9,5.2
20010215,0.76,1.0311,1.14,0,4.1,-0.5,9.4,2
20010216,0.78,1.031,0.79,0,4.8,0.4,9.9,2.9
20010217,0.8,1.0336,0.26,0.01,3.5,2.2,6.1,4.6
20010218,0.81,1.0364,0.54,0,3.7,-0.3,6.6,4.9
20010219,0.78,1.0363,1.17,0,2.4,-1.3,7.2,2.2
20010220,0.75,1.0336,0.67,0,3.2,1.8,6.1,1.8
20010221,0.68,1.0304,1.18,0,3.8,0.1,8.1,2.1
20010222,0.76,1.0191,0.39,0.08,6.5,4.8,7.9,2.9
20010223,0.78,1.0075,0.36,0.15,5.3,2.1,7.6,3.5
20010224,0.79,1.0088,0.47,0.14,0.7,-1.9,3.3,3.6
20010225,0.8,1.0123,0.86,0,-0.7,-2,1.4,3.6
20010226,0.7,1.0117,1.14,0,-0.7,-4.2,2.9,5
20010227,0.55,0.9992,1.19,0,1.4,-2.8,6.1,5.4
20010228,0.64,0.9958,0.72,0.01,2.4,0.4,6.2,4.2
20010301,0.82,1.0001,0.47,0.53,2.5,1.1,4.7,3.4
20010302,0.8,0.9986,0.92,2.67,3.2,0.4,5.8,6.4
20010303,0.91,0.9929,0.28,1.47,1.5,0.8,2.5,4.1
20010304,0.84,0.9998,0.34,1.58,5.9,2.5,9.4,4.2
20010305,0.75,1.0168,1.01,0,5.9,1.5,9.9,3.6
20010306,0.78,1.0201,1.53,0.26,3.5,-0.4,8.6,5
20010307,0.85,1.0143,0.36,0.33,6.8,4.5,10,2.9
20010308,0.89,1.0064,0.33,0.87,9.1,7,11.5,5.1
20010309,0.73,1.0097,0.83,0,10,7.7,13.1,6
20010310,0.8,1.0103,0.41,0.45,9.7,7.7,13.5,6.1
20010311,0.83,1.0135,0.32,1.44,11.8,9.5,13.8,6.2
20010312,0.86,1.0092,0.21,1.36,10.7,7.6,13.5,4.8
20010313,0.67,1.0094,1.03,1.75,7.7,4,12.4,8
20010314,0.79,1.0143,0.49,0.45,6.9,5.2,8.3,5.9
20010315,0.81,1.014,0.54,0.1,10.5,7,13.1,4.6
20010316,0.74,1.0091,1.73,0.54,12.2,6.7,18.5,4
20010317,0.84,1.0037,0.39,0.16,10.1,9.2,12.1,4.6
20010318,0.62,1.0052,1.11,0.36,11,7.7,14.5,5.9
20010319,0.72,1.0148,0.91,0.36,6.1,4.4,11.1,4.1
20010320,0.87,1.0133,0.45,0.78,5.5,4.4,8.2,5
20010321,0.75,1.0046,0.33,1.03,11.6,8,14.9,7.2
20010322,0.71,1.0044,0.99,0.07,12.1,9.5,14.1,7.2
20010323,0.71,1.0069,1.08,0.11,15.1,9.4,21.5,4.6
20010324,0.74,1.001,1.23,0.55,14.4,11.3,19,7.2
20010325,0.73,0.9983,1.12,0.31,11.4,5.9,16.6,4.8
20010326,0.79,1.0086,0.88,0.01,6.8,4.7,9.9,3.1
20010327,0.78,1.012,1,0,6.6,3.8,10.7,4.4
20010328,0.71,1.0081,1.11,0.56,9.5,5.5,14.3,7.2
20010329,0.69,1.0034,0.53,0.78,8.6,7.3,13,6.1
20010330,0.73,1.0152,1.45,0,7.9,4.4,11.2,2.8
20010331,0.64,1.025,2.22,0,8.6,1.9,15.7,3.1
20010401,0.56,1.0241,2.31,0,12,4.3,19.9,3
20010402,0.57,1.018,2.19,0,14.1,6.3,22.9,6
20010403,0.73,1.0194,0.73,0,11,7.8,13.9,4.8
20010404,0.73,1.0138,0.72,0.65,10.4,5.8,17.7,6.4
20010405,0.62,1.0193,1.89,0.19,8.4,4.5,13,4.5
20010406,0.71,1.0132,1.39,0.73,11.7,7.4,16.8,6.2
20010407,0.75,1.0071,1.03,0.57,7.8,4.8,12.6,6.5
20010408,0.81,1.0159,0.93,0.39,7.9,5.1,12.3,5.8
20010409,0.85,1.0218,0.47,2.5,7.6,6.8,9,5.8
20010410,0.83,1.0151,0.52,0.68,8.6,7,11.1,6.2
20010411,0.77,1.0193,1.51,0.01,8.1,5.7,11.8,5.1
20010412,0.66,1.0256,1.56,0,8.8,6.5,12.3,2.9
20010413,0.56,1.0266,2.06,0,4.7,1.8,9,3.2
20010414,0.59,1.0267,1.62,0,2.7,-0.3,6.6,3.2
20010415,0.74,1.0155,0.32,0.29,4.9,1.4,8.3,5.4
20010416,0.88,1.0155,1,1.23,6.3,3.3,9.3,3
20010417,0.79,1.0182,1.33,0.17,6.6,3.8,10.2,2.4
20010418,0.7,1.0104,1.53,0.42,7,2.3,11.7,4.1
20010419,0.77,1.0108,1.54,0.01,4.9,2.2,8.3,2.8
20010420,0.75,1.0102,1.84,0.02,3.8,0.7,8.2,3.8
20010421,0.9,1.0083,0.5,0.22,2.7,1.3,4.9,4.5
20010422,0.82,1.0081,1.02,0.21,5.2,1.4,8.4,4.1
20010423,0.69,1.006,2.21,0,7,0.1,13.4,3.4
20010424,0.66,1.0121,2.15,0.67,12,2.7,18.6,6
20010425,0.84,1.0158,0.62,1.41,9.5,6.3,11.8,6.5
20010426,0.66,1.0221,1.86,0.02,10.1,6.5,15,4.2
20010427,0.65,1.0183,2.11,0.16,11.7,4.4,18.8,5
20010428,0.66,1.0157,1.78,0.38,13.7,9.8,17.5,4.9
20010429,0.85,1.0117,1.37,0.09,13.2,9.6,17.1,4.1
20010430,0.88,1.0095,1.1,0,13.6,9.9,17.6,2.8
20010501,0.69,1.0162,1.97,0,13,8.1,17.2,5.9
20010502,0.68,1.0132,2.36,0,15.6,10.2,22.7,2.9
20010503,0.74,1.0082,1.69,0,15.4,11.4,19.5,2.9
20010504,0.79,1.0057,1.03,0.6,14,11.4,16.6,3.8
20010505,0.97,1.0078,0.19,1.92,10.2,8.3,12.1,6.4
20010506,0.96,1.0155,0.31,0.18,8.1,7.6,9.4,4.6
20010507,0.94,1.0203,0.27,0.09,8.7,7.5,10.4,3.5
20010508,0.88,1.0224,0.69,0,11,8.7,14.1,3.9
20010509,0.76,1.0186,2.63,0,15,10.5,20.3,3
20010510,0.78,1.0164,2.47,0,16.2,9.4,23.4,1.8
20010511,0.64,1.0173,2.94,0,16.7,8.5,24.3,2.5
20010512,0.59,1.0166,3.06,0,17.3,8.5,24.6,3.5
20010513,0.61,1.0119,2.74,0.11,17.9,9.2,25.2,3.1
20010514,0.82,1.01,1.28,1.9,15.7,12.4,21.7,2.2
20010515,0.94,1.0107,0.86,0.96,13.5,12.1,15.9,5
20010516,0.9,1.0119,1.41,2.32,14.7,11.7,20.1,5.6
20010517,0.94,1.0138,0.65,1.85,13.4,11.8,14.7,5.6
20010518,0.78,1.0209,1.7,0.35,10.9,7.1,15.3,2.9
20010519,0.71,1.0241,3.25,0,12.2,4.9,18.8,3.1
20010520,0.72,1.0212,3.06,0,14.4,6.4,22.1,6.1
20010521,0.69,1.0164,2.61,0,16.6,8.3,24.2,6.6
20010522,0.7,1.0161,2.83,0,16.1,10.2,21.6,5.5
20010523,0.67,1.0193,3.03,0,17.6,10,24.1,3.1
20010524,0.76,1.0195,2.12,0.68,18.5,13.4,24.9,1.8
20010525,0.75,1.0182,2.63,0,19,13.7,24.5,3.5
20010526,0.64,1.0205,2.99,0,19.8,12.1,26,2.9
20010527,0.62,1.0234,3.03,0,20.5,13.9,26.9,1.2
20010528,0.66,1.0242,2.99,0,21.8,14.5,27.8,1.5
20010529,0.64,1.0214,3.16,0,22.8,15.2,29.3,2.5
20010530,0.65,1.0164,3.1,0.03,22.7,15.5,28,3.1
20010531,0.67,1.0157,2.64,0.79,18.9,11.7,23.3,4.6
20010601,0.54,1.0213,2.88,0,15.2,11.4,19.3,3
20010602,0.74,1.0154,0.69,1.75,12.6,11.1,17.5,4.9
20010603,0.81,1.0201,1.93,1.06,9.5,6.2,13.5,3.9
20010604,0.66,1.0269,3.21,0,11,4.9,16.4,2.8
20010605,0.64,1.0203,3.24,0.27,15.1,6.1,22.4,4.1
20010606,0.81,1.0173,1.68,0.77,14.8,12.1,19.5,5.4
20010607,0.71,1.0166,2.41,0,16.3,12.7,21,3.9
20010608,0.91,1.0143,0.45,1.36,13.7,11.1,15.3,2.4
20010609,0.98,1.0133,0.4,1.77,11.5,10.7,12.9,2.9
20010610,0.88,1.0139,0.9,0.12,13.4,11.7,15.4,3.9
20010611,0.66,1.0232,2.75,0,12.3,7.4,16.6,2.2
20010612,0.61,1.021,3.44,0,13.9,5.9,21.9,2.2
20010613,0.62,1.0155,2.75,0.1,16.1,9,23.4,4.2
20010614,0.7,1.0158,2.39,0,16.7,10.7,21.9,2.6
20010615,0.76,1.0136,2.12,0.69,17.3,13.4,26.3,3.8
20010616,0.87,1.0124,1.38,0.48,16.2,13,21.1,6.8
20010617,0.72,1.015,2.15,0.17,15.3,12.1,19.5,4.9
20010618,0.8,1.0236,1.49,0.16,13.3,11.3,16.3,3.1
20010619,0.76,1.0259,1.95,0,14.6,11.2,19.5,2.9
20010620,0.67,1.0215,3.28,0,15.6,8,22.6,2
20010621,0.59,1.0155,3.34,0,19.2,11.1,25.9,2.5
20010622,0.6,1.015,3.09,0,18.8,11.5,24.3,2.8
20010623,0.6,1.0186,3.41,0,17.2,8.8,24.2,3.4
20010624,0.56,1.021,3.35,0,19.9,11.2,27.5,2.8
20010625,0.6,1.0216,3.3,0,21.5,12.8,28.7,4.9
20010626,0.56,1.017,3.35,0,22.9,13.3,31.2,4.9
20010627,0.69,1.0146,2.36,2.68,21.5,16.4,27.8,3.9
20010628,0.85,1.0204,1.34,0.65,18.4,15.4,21.2,3.1
20010629,0.71,1.0226,3.08,0,19.9,13.4,25.6,1.9
20010630,0.71,1.0217,2.45,0.01,21,14.8,27.2,4.1
20010701,0.66,1.0259,3.08,0,20,15.4,24.4,2.8
20010702,0.67,1.025,3.25,0,19.9,12.5,26.4,4.9
20010703,0.6,1.0169,3.31,0,20.6,12.8,27.7,4
20010704,0.54,1.0106,3.11,0,22.4,16.8,27.7,2.9
20010705,0.61,1.0104,2.59,0,23.3,16.6,29.8,2.6
20010706,0.66,1.0081,2.75,0.25,23.6,17.2,28.5,2.1
20010707,0.82,1.0128,0.94,0.91,17.6,15.5,20.6,5.9
20010708,0.73,1.016,1.7,0.18,19,14.8,22.6,4.6
20010709,0.7,1.017,2.66,0,19.1,13.9,24.4,2
20010710,0.62,1.0141,3.03,0,20.1,13.2,27,5.9
20010711,0.63,1.0176,1.37,0,18.7,13.3,21.5,5.5
20010712,0.68,1.0166,2.08,0.84,17.2,13,22.2,4.6
20010713,0.82,1.0134,1.79,0.09,17.9,14.4,22.3,4.4
20010714,0.88,1.0109,1,1.36,19.2,16.7,23.2,3.9
20010715,0.97,1.016,0.49,2.65,13.3,10.9,17.1,2.6
20010716,0.82,1.0166,1.46,0.05,14.1,10.9,17.3,2
20010717,0.75,1.0107,2.64,0.54,17.1,11.4,23,5.5
20010718,0.67,1.0074,2.34,0,17.8,12.7,23,6.6
20010719,0.64,1.0076,2.23,0.1,17.3,11.6,22.1,4.1
20010720,0.79,1.0172,0.93,0.12,14.6,13.7,16.9,3.4
20010721,0.68,1.0213,3.16,0,17.8,11.1,23.7,2.8
20010722,0.64,1.0184,3.17,0,20.6,12.1,27.9,2.2
20010723,0.69,1.0158,2.64,0.07,20.7,14.7,29.7,3
20010724,0.8,1.0159,2.21,0,20.6,16.2,25,2.5
20010725,0.77,1.0161,2.57,0,21.8,15.3,28.8,2.6
20010726,0.69,1.0159,2.84,0,22.6,15.4,29.4,1.8
20010727,0.68,1.016,2.62,0,23.6,16.4,30,2.8
20010728,0.79,1.0189,1.78,0.34,21.9,16.6,29.2,2
20010729,0.76,1.0211,2.6,0,22.6,16.8,28.3,2.5
20010730,0.66,1.0233,2.9,0,23.2,17.3,28.7,1.9
20010731,0.61,1.0222,2.93,0,23.7,15.8,31,2.5
20010801,0.69,1.0208,2.84,0,23.1,16.9,29.4,5.9
20010802,0.68,1.013,2.14,0.13,24.2,16.6,33.6,5
20010803,0.83,1.0157,0.83,0.06,20,16.4,23.4,4.6
20010804,0.79,1.0197,1.5,0.01,18.2,16.4,21.8,4.4
20010805,0.66,1.022,2.36,0,17.6,13.5,23.4,4.2
20010806,0.82,1.0191,1.31,0.29,17,12.9,21.2,5.4
20010807,0.72,1.0149,1.99,0.04,20.8,17,24.6,5.4
20010808,0.72,1.013,1.91,0.17,19.8,17,25.3,5.2
20010809,0.7,1.0174,1.16,0,18.7,16.6,21.6,3.5
20010810,0.63,1.0244,2.89,0,16.6,11.3,20.8,2.2
20010811,0.66,1.0276,2.87,0,15.6,9.9,22.2,1.2
20010812,0.64,1.0224,2.87,0,17.1,9.3,25.6,1.5
20010813,0.61,1.018,2.78,0,19.9,12,27.9,1.9
20010814,0.59,1.0161,2.79,0,22.4,14.4,31.6,2.9
20010815,0.58,1.0163,2.67,0,24.9,16.9,33.4,4
20010816,0.66,1.0186,1.71,0.01,21.8,17.9,27.3,3
20010817,0.82,1.0168,1.26,0,20.1,16.7,24.1,2
20010818,0.72,1.0123,2.47,1.42,22.4,16,29.3,3.9
20010819,0.76,1.0127,2.44,1.25,20.6,16.1,27.2,4.2
20010820,0.85,1.016,1.75,0.03,19.2,15.8,25.2,2.4
20010821,0.77,1.0189,2.44,0,19.8,13.9,26.2,2.1
20010822,0.74,1.0204,2.59,0,20.5,14.1,26.5,1.2
20010823,0.75,1.0193,2.36,0,21.5,15.5,27.6,1.6
20010824,0.71,1.0178,2.49,0,22.9,16.5,29.3,2.8
20010825,0.68,1.0175,2.48,0,23.5,17.1,30.7,3.4
20010826,0.62,1.0169,2.47,0,23.8,16.9,31.6,2.6
20010827,0.66,1.0161,2.46,0,22.8,17.6,30.6,3.5
20010828,0.69,1.0167,1.82,0,18.7,14.2,24.4,4.6
20010829,0.63,1.0123,2.4,0.49,18.4,10.9,26.2,3.1
20010830,0.84,1.0111,0.98,0.21,17.2,15.3,22.8,3.9
20010831,0.84,1.013,0.81,0.46,15.5,12.5,18.5,4
20010901,0.81,1.0173,1.34,0.02,14.4,11.1,18.3,2.2
20010902,0.73,1.0191,2.32,0,15.3,11,21.9,1.9
20010903,0.7,1.0151,2.36,0,16.6,9.8,23.7,2.6
20010904,0.78,1.0133,0.83,0.32,14.3,10.7,17.8,3.8
20010905,0.78,1.0206,1.47,0.04,12.4,8.2,16.3,1.9
20010906,0.85,1.0192,1.5,0.37,10.7,5.9,16.8,2.9
20010907,0.81,1.0187,1.32,0.04,15,12.2,18.3,3
20010908,0.75,1.0142,0.4,0.63,15.2,11.8,17.1,5
20010909,0.74,1.0159,1.71,0.04,9.8,7.2,15.7,3.5
20010910,0.73,1.0184,0.97,0,10.4,8.6,13.5,2.6
20010911,0.69,1.0199,1.45,0.49,11.5,8.3,16.1,2
20010912,0.87,1.0206,0.53,0.14,12.4,10,16.7,2.6
20010913,0.78,1.0121,1.28,0.92,14.2,9.5,20.6,5.1
20010914,0.81,1.0106,1.29,0.08,11.9,9.9,15.5,3.9
20010915,0.74,1.0165,1.16,0.03,12.1,8.2,18.6,3.6
20010916,0.81,1.0156,1.21,0.79,11.3,8.3,15.2,4.1
20010917,0.89,1.0154,0.86,0.5,8.9,6.6,12.4,3.4
20010918,0.81,1.0152,1.72,0,8.6,3.8,15.4,4
20010919,0.76,1.0135,0.6,0.28,10.9,5.7,15.4,4.4
20010920,0.78,1.016,0.39,1.58,14,11.7,16.9,2.2
20010921,0.89,1.0171,0.75,0.1,13,10.1,17,2.5
20010922,0.9,1.0146,0.7,0.03,11.5,8.9,14.7,5.1
20010923,0.95,1.0079,0.43,1.54,9.1,7.5,11.1,5.2
20010924,0.88,1.0117,0.98,0,12.2,8.5,17,1.5
20010925,0.88,1.0188,1,0,10.8,7.2,16.5,2.4
20010926,0.8,1.0221,1.44,0,12.3,8.3,17.9,3.4
20010927,0.8,1.02,1.61,0,12.9,8.1,19.7,2.1
20010928,0.81,1.0172,1.76,0,13.9,8.5,21.6,3.4
20010929,0.87,1.0153,0.55,0.46,13.7,10.5,17.2,2.6
20010930,0.85,1.0168,1.21,0.07,15.2,11.9,20.5,3.8
20011001,0.84,1.0155,0.9,0,16.6,11.6,22,5.2
20011002,0.75,1.0145,1.68,0,20.1,13.6,26.9,5.6
20011003,0.87,1.0151,0.5,2.73,15.8,12.7,19.8,2.1
20011004,0.83,1.0186,1.3,0,13.8,9.3,18.1,2.2
20011005,0.86,1.0136,1.17,0.33,13,9.1,18.2,3.8
20011006,0.85,1.0124,1.42,0.69,17.1,13.1,22.5,3
20011007,0.92,1.0109,0.66,0.5,15.4,12.8,18.5,6.8
20011008,0.88,1.0138,0.64,0.28,12.2,11.3,16.9,5.9
20011009,0.83,1.0186,1.19,0.01,13.5,10.2,18.1,3
20011010,0.83,1.0276,1.41,0,13.8,10.3,19.4,1.4
20011011,0.86,1.0318,1.38,0,13,8.5,20,2.1
20011012,0.88,1.0282,1.44,0,13.8,9.3,19.7,3
20011013,0.82,1.0242,1.4,0,15,10.5,22.5,2.2
20011014,0.83,1.021,1.25,0,16,11.4,23,3.5
20011015,0.78,1.0191,1.32,0,16.4,11.8,23,4.5
20011016,0.82,1.0259,1.24,0,15.6,11.4,20.5,3.1
20011017,0.84,1.0208,1.25,0,14.7,10.8,20.4,3.6
20011018,0.86,1.016,1.07,0,14,9,19.7,3.1
20011019,0.83,1.0142,1.25,0,14.8,11.7,20.8,3.9
20011020,0.87,1.008,0.8,0.12,13,9.6,17.2,3.8
20011021,0.8,1.0097,0.75,0.08,13.5,11.4,18,4.5
20011022,0.75,1.017,1.14,0,13.2,9.1,18.4,3.4
20011023,0.87,1.0196,0.52,0.45,11.6,8.8,14.5,3.6
20011024,0.86,1.0262,0.72,0.65,12.1,10.4,15.9,5
20011025,0.89,1.0275,0.42,0.02,11.9,8.7,15.1,2.6
20011026,0.86,1.0232,1.13,0,11.1,8,15.3,3.1
20011027,0.87,1.0234,0.9,0,12,7.7,16.5,3
20011028,0.84,1.0264,0.9,0,13.4,9.8,18.3,2.1
20011029,0.86,1.0276,0.98,0,13.3,9.3,20.1,0.9
20011030,0.84,1.0263,1.02,0,13.4,8.7,20,3.4
20011031,0.82,1.0252,0.92,0.57,11.8,6.4,20.1,3.8
20011101,0.85,1.0368,0.9,0,6.9,2.5,11.3,3.2
20011102,0.85,1.0387,0.98,0,5.5,1.1,11.3,5.2
20011103,0.82,1.0322,1.06,0,6.2,1.3,12.9,3.2
20011104,0.88,1.0246,0.98,0,7,2.6,13.2,1.5
20011105,0.89,1.024,0.3,0,7.4,4.4,9.5,1.4
20011106,0.76,1.0213,0.48,0.24,7.3,4.6,9.6,4.6
20011107,0.8,1.0151,0.43,0.33,10.4,8.2,13.2,5.9
20011108,0.74,1.0034,0.29,0.99,8.6,3.1,12.2,6.9
20011109,0.81,1.0144,0.64,0.01,2.8,-0.1,5.9,5
20011110,0.78,1.0276,0.78,0,1.6,-2.4,5.2,4.4
20011111,0.92,1.0242,0.5,0,-1.7,-3.3,0.4,2.6
20011112,0.83,1.0173,0.68,0.13,0.1,-3,4.3,2.2
20011113,0.94,1.0149,0.12,0.65,2.4,1.2,4.2,5.4
20011114,0.84,1.026,0.69,0,1.5,-1,4,5.5
20011115,0.81,1.0341,0.83,0,0.3,-3,4.8,5.9
20011116,0.86,1.0378,0.53,0,-0.5,-4.4,3.6,5.2
20011117,0.79,1.0329,0.76,0,1.8,-0.1,4.1,4.5
20011118,0.92,1.0245,0.57,0,-0.2,-1.7,3.7,2.9
20011119,0.92,1.0238,0.07,0,0.5,-1.1,1.4,3
20011120,0.84,1.0307,0.7,0,3.1,-0.2,6.5,2.6
20011121,0.84,1.0342,0.43,0,1.4,-2.5,5.1,1
20011122,0.84,1.0259,0.35,0.25,2.7,-3,7.3,4
20011123,0.87,1.0251,0.31,0.36,1.1,-0.4,3.5,2
20011124,0.88,1.0274,0.27,0.12,2.2,0.2,4.5,2.1
20011125,0.95,1.022,0.24,0.24,4.5,2.3,6,2.6
20011126,0.89,1.0144,0.25,0.2,7.8,5.8,9.4,3.6
20011127,0.9,1.0151,0.18,0.34,5.7,1.2,8.1,4
20011128,0.87,1.0218,0.16,0.38,3.6,0.5,6.4,3.1
20011129,0.88,1.0254,0.63,0.87,3.9,0,8.2,5.4
20011130,0.97,1.0183,0.08,2.41,8.1,5.1,10.9,5.5
20011201,0.92,1.0218,0.22,0,10.2,9,11.8,3.5
20011202,0.89,1.0243,0.35,0,9.5,7.4,11.5,2.8
20011203,0.88,1.024,0.12,0.05,9,8.4,9.9,3.4
20011204,0.76,1.0218,0.14,0.06,9.8,8,10.9,4.9
20011205,0.84,1.0251,0.18,0.17,8.7,7.6,12.9,5.2
20011206,0.78,1.0297,0.22,0.02,8.1,4.2,12.7,2.9
20011207,0.93,1.0361,0.27,0,2.3,-0.2,4.3,5.5
20011208,0.86,1.0371,0.32,0,0.9,-2.1,3.4,4.8
20011209,0.88,1.0378,0.53,0,-2,-4,1.9,5.2
20011210,0.79,1.0393,0.51,0,-2,-5.1,0.4,4.6
20011211,0.79,1.0354,0.43,0,-0.9,-3.9,2,4.1
20011212,0.89,1.0281,0.16,0,0.7,-0.5,2.6,5.8
20011213,0.74,1.0274,0.33,0,-0.3,-9.2,3.2,7.1
20011214,0.46,1.0337,0.59,0,-8,-10.2,-5.3,7.9
20011215,0.68,1.0328,0.57,0,-7.6,-9.7,-5.5,4.9
20011216,0.67,1.0324,0.61,0,-4.5,-9.8,0.6,6.5
20011217,0.8,1.0356,0.57,0,-3.7,-7.6,0.1,5.2
20011218,0.86,1.0358,0.29,0,-3,-7.6,-0.5,5.5
20011219,0.76,1.0322,0.2,0,-2.1,-3.8,-0.7,3.4
20011220,0.86,1.0283,0.22,0.06,-2.3,-7.4,-0.1,2.4
20011221,0.68,1.0225,0.53,0.11,-2.3,-6.4,1.6,3.5
20011222,0.81,1.0123,0.13,0.02,0.7,-1.4,2.1,2.9
20011223,0.76,1.0189,0.36,0.1,-3,-9.4,-1,1.8
20011224,0.73,1.0217,0.65,0,-7.6,-13,-2,3.8
20011225,0.68,1.009,0.38,0.42,3.7,-2.1,6.2,7.4
20011226,0.81,1.0094,0.23,0.13,0.7,-1.9,3.7,4.1
20011227,0.72,1.0177,0.53,0.09,-0.3,-4.6,4.4,5.4
20011228,0.71,1.0125,0.2,0.12,6.8,2.7,9,6.8
20011229,0.73,1.0014,0.12,1.42,8.6,4.1,11.1,7.8
20011230,0.78,1.0143,0.5,0.01,-0.2,-3.1,3.7,1.6
20011231,0.81,1.0293,0.51,0.01,-2.1,-5.6,0.5,3.3
20020101,0.76,1.0406,0.68,0,-4.7,-8.5,-0.1,5.8
20020102,0.75,1.0366,0.67,0,-3.7,-7.4,0.5,5.5
20020103,0.84,1.032,0.62,0,-5.3,-8.4,-1.2,5
20020104,0.79,1.0363,0.48,0,-5,-9.2,-1.9,3.4
20020105,0.83,1.0401,0.61,0,-5.8,-10,-0.8,1.9
20020106,0.87,1.0379,0.64,0,-5.4,-8.7,-2.3,3.1
20020107,0.92,1.032,0.34,0,-4.4,-7.2,-2.3,4.2
20020108,0.94,1.036,0.57,0,-3.7,-5.3,-1.1,4.2
20020109,0.88,1.0403,0.62,0,-4,-7,-0.5,2.9
20020110,0.87,1.0386,0.65,0,-3.5,-5.7,-0.7,2.9
20020111,0.83,1.0367,0.64,0.01,-2.3,-5,0.6,3
20020112,0.86,1.0356,0.38,0,0.6,-0.9,3.4,2.8
20020113,0.9,1.0316,0.65,0,-0.4,-3.3,2.4,2
20020114,0.87,1.0298,0.23,0,-0.6,-2.5,0.2,1.8
20020115,0.85,1.023,0.6,0,-2,-4.7,1.1,4.4
20020116,0.88,1.0244,0.09,0.02,-0.6,-1.9,0.6,2.4
20020117,0.91,1.0268,0.15,0,1.1,0.2,2.4,3
20020118,0.76,1.0258,0.58,0,1.9,-0.9,4.3,3.1
20020119,0.83,1.0249,0.25,0.02,2.5,-0.5,5.8,5
20020120,0.74,1.0266,0.4,0.08,6.6,3.2,9.5,5.9
20020121,0.82,1.0215,0.62,0,6.1,2.3,10.1,4.9
20020122,0.79,1.0175,0.32,0,3.8,-1.1,9.7,5.6
20020123,0.83,1.0111,0.29,0.36,4.1,0.8,7,6.9
20020124,0.74,1.0095,0.36,0.06,8.8,5.5,10.9,7.5
20020125,0.75,1.0232,0.6,0.2,7.4,3.7,10.7,4.9
20020126,0.56,1.0222,0.79,0.03,10.7,3.6,15.1,8.9
20020127,0.65,1.0198,0.08,0.19,10.8,8.9,14.6,8.5
20020128,0.67,1.0289,0.39,0,12.4,7.3,15.8,5.6
20020129,0.82,1.0306,0.59,0,7.4,1.2,11.8,2.4
20020130,0.75,1.0247,0.82,0,6.9,1.9,12.9,3.1
20020131,0.78,1.0245,0.51,0,7.2,1.7,11.4,4.5
20020201,0.8,1.0279,0.35,0,8.9,5.5,12.2,5.9
20020202,0.67,1.0278,0.94,0,9.4,4.9,14.6,5.8
20020203,0.65,1.0223,0.96,0,8.9,2.5,15.2,7.5
20020204,0.63,1.0248,0.98,0,9.3,4.7,12.9,7.2
20020205,0.66,1.0136,0.45,0.21,12.1,6.8,17.1,6.6
20020206,0.9,1.0088,0.19,0.73,6.5,5,9,5.1
20020207,0.78,1.0234,0.69,0.12,5.5,2.8,8.9,3.8
20020208,0.91,1.028,0.29,0.58,4.7,2.7,6.7,4.9
20020209,0.79,1.0188,0.56,0.32,9.7,6.1,13.1,7
20020210,0.72,1.0194,0.5,0.13,7.3,5.6,9.2,5.5
20020211,0.6,1.0199,0.61,0,10.6,7.5,14.2,6.8
20020212,0.57,1.022,0.76,0,13,10.7,15.9,5.9
20020213,0.6,1.0181,0.68,0,12.6,9.7,15.3,5.2
20020214,0.88,1.0148,0.09,0.04,6.3,3.9,9.3,9.2
20020215,0.75,1.0219,0.33,0,2.5,0.8,4.3,5.4
20020216,0.78,1.0252,0.49,0,1.4,-0.4,4.6,3.6
20020217,0.8,1.0235,1.04,0,2.5,-1.3,8.2,1
20020218,0.81,1.0238,0.75,0.11,3.7,-1.9,9.4,2.5
20020219,0.7,1.0271,0.43,0.03,4.5,2.3,6.6,6
20020220,0.76,1.0089,0.27,1.3,6.7,3.6,8.2,9.2
20020221,0.8,1.0159,0.55,0.07,1.2,-1.9,5,3.4
20020222,0.78,1.0173,0.42,0.3,0.6,-3.5,8.3,7
20020223,0.74,1.0102,0.33,0.53,6.4,2.6,8.8,7.2
20020224,0.67,1.0167,0.78,0.02,3.7,1.3,6.1,5.9
20020225,0.7,1.0138,0.39,0,8.3,4.8,10.4,6.8
20020226,0.58,1.0092,0.4,0.45,11.9,8.9,13.3,9
20020227,0.82,1.0079,0.66,1.58,7.5,5.3,13.3,4.9
20020228,0.63,1.0105,1.25,0.01,7.1,4,11.6,5.1
